"date";"open";"high";"low";"close";"volume";"adjusted"
2011-08-11;62,84;65,669998;62,150002;65,43;970400;58,867756
2011-08-12;65,790001;66,419998;64,699997;64,989998;490300;58,471893
2011-08-15;65,599998;68,300003;65,599998;68,25;724900;61,404926
2011-08-16;67,550003;68,629997;67,470001;68,18;683500;61,341957
2011-08-17;68,459999;69,07;66,57;66,919998;389700;60,208313
2011-08-18;65,239998;65,25;61,549999;62;795000;55,781761
2011-08-19;61,080002;62,889999;60,919998;61,889999;523300;55,682793
2011-08-22;63,360001;63,52;61,369999;62,73;480000;56,438549
2011-08-23;63;65,849998;62,220001;65,849998;488800;59,24564
2011-08-24;65,410004;67,760002;65,32;67,489998;414100;60,721146
2011-08-25;67,699997;67,949997;65,57;65,730003;341400;59,137657
2011-08-26;65,25;67,059998;63,810001;66,480003;396900;59,812447
2011-08-29;67,330002;70,400002;67,330002;70,370003;533100;63,312309
2011-08-30;70,410004;71,68;68,900002;70,949997;545800;64,199051
2011-08-31;71,519997;72,660004;70,309998;70,830002;574600;64,090485
2011-09-01;70,800003;71,949997;69,480003;69,639999;432300;63,013699
2011-09-02;68,309998;68,629997;65,720001;66,139999;440100;59,846725
2011-09-06;64,540001;70,970001;64,419998;69,589996;1456500;62,968445
2011-09-07;70,459999;71,120003;68,93;70,529999;1026200;63,819012
2011-09-08;70,080002;70,550003;68,870003;69,379997;553200;62,77845
2011-09-09;68,720001;68,720001;65,559998;66,099998;707700;59,810528
2011-09-12;65,190002;66,839996;64,949997;66,769997;506000;60,41679
2011-09-13;66,059998;68,199997;66,029999;67,910004;596700;61,448311
2011-09-14;68,120003;69,139999;66,32;67,940002;662000;61,47546
2011-09-15;68,870003;69,330002;68,089996;68,830002;328100;62,280773
2011-09-16;68,900002;69,860001;67,669998;68,239998;398000;61,74691
2011-09-19;67,190002;67,290001;65,239998;66,099998;442400;59,810528
2011-09-20;66,5;67,089996;64,32;64,400002;433800;58,272289
2011-09-21;64,099998;64,339996;62,939999;62,939999;427200;56,951214
2011-09-22;61,419998;62,560001;60,799999;62,25;867000;56,326878
2011-09-23;62,139999;63,939999;61,869999;62,869999;617100;56,887863
2011-09-26;64,120003;65,860001;63,16;65,669998;539400;59,421467
2011-09-27;67,040001;68,449997;65,519997;65,830002;437800;59,566223
2011-09-28;66,239998;66,379997;64,32;64,660004;351900;58,507561
2011-09-29;66,279999;66,480003;64,849998;65,82;610400;59,55719
2011-09-30;64,629997;64,790001;62,880001;63,220001;443600;57,204578
2011-10-03;62,889999;63,779999;60,330002;61,619999;923000;55,756809
2011-10-04;61,07;63,790001;59,93;63,68;631700;57,620792
2011-10-05;63,990002;65,019997;63,110001;64,989998;579500;58,806156
2011-10-06;65;67,360001;64,040001;67,230003;391500;60,833015
2011-10-07;67,989998;68,220001;64,199997;65,300003;307900;59,086643
2011-10-10;66,57;68,440002;66,449997;68,440002;310400;61,927879
2011-10-11;67,629997;68,989998;67,199997;68,68;291400;62,145046
2011-10-12;69,160004;70,639999;68,339996;69,309998;809400;62,715096
2011-10-13;69,910004;70,239998;67,650002;69,519997;482800;62,905125
2011-10-14;70,910004;70,910004;68,809998;70,349998;229600;63,656158
2011-10-17;69,779999;70,080002;67,580002;67,93;223400;61,466419
2011-10-18;67,75;71,080002;67,129997;70,339996;369000;63,647099
2011-10-19;68,599998;69,889999;67,639999;68,919998;735300;62,362206
2011-10-20;69,370003;69,93;68,220001;69,739998;434300;63,104183
2011-10-21;70,059998;71,080002;69,839996;70,910004;415500;64,162865
2011-10-24;70,919998;73,290001;70,900002;72,550003;835800;65,64682
2011-10-25;72,010002;72,980003;70,599998;70,779999;294400;64,045258
2011-10-26;71,75;72,849998;69,959999;72,389999;344900;65,502052
2011-10-27;75;76,830002;74,300003;75,870003;501700;68,650932
2011-10-28;75,68;76,18;73,650002;74,129997;321200;67,076485
2011-10-31;73,360001;74;72,160004;72,169998;346000;65,302971
2011-11-01;68,980003;72,580002;67,239998;71,360001;713500;64,570038
2011-11-02;72,029999;73,669998;70,970001;71,550003;566900;64,741959
2011-11-03;72,459999;74,949997;71,290001;74,489998;401800;67,402229
2011-11-04;73,690002;74,480003;72,309998;73,889999;299100;66,859322
2011-11-07;73,559998;74,370003;71,860001;73,68;153300;66,669289
2011-11-08;74,550003;76,629997;74,040001;75,93;568100;68,7052
2011-11-09;74,129997;74,699997;72,480003;72,660004;528100;65,746338
2011-11-10;73,940002;75,269997;73,339996;74,629997;299000;67,5289
2011-11-11;75,419998;76,220001;75,099998;75,459999;236900;68,279922
2011-11-14;75,190002;76,050003;74,949997;75,790001;366300;68,578514
2011-11-15;75,330002;76,43;75,139999;76,010002;508600;68,777603
2011-11-16;75,519997;77,139999;74,959999;75,120003;251300;67,972305
2011-11-17;74,849998;76,860001;74,620003;75,110001;326700;67,963234
2011-11-18;75,400002;76,18;74,709999;75,620003;215400;68,424713
2011-11-21;74,379997;75,519997;73,449997;74,199997;320900;67,139809
2011-11-22;73,919998;75,160004;73,120003;73,290001;384600;66,316391
2011-11-23;72,809998;72,919998;70,129997;70,480003;440200;63,7738
2011-11-25;70,18;72,029999;70,18;71,650002;149000;64,832474
2011-11-28;73,25;73,830002;71,989998;72,540001;513200;65,637787
2011-11-29;72,18;73,900002;71,940002;72,809998;342700;66,247391
2011-11-30;74,989998;78,309998;74,629997;78,260002;540500;71,206154
2011-12-01;77,849998;80,239998;76,959999;77,110001;544800;70,159813
2011-12-02;77,440002;77,839996;75,519997;75,639999;499600;68,822311
2011-12-05;76,809998;77,989998;75,339996;75,440002;450000;68,640335
2011-12-06;76,400002;76,800003;75,519997;75,839996;414300;69,004265
2011-12-07;75,18;76,309998;74,209999;75,760002;275900;68,931488
2011-12-08;74,260002;74,839996;71,5;72,199997;690100;65,692345
2011-12-09;72,309998;74,099998;72;73,370003;308400;66,756897
2011-12-12;72,269997;79,480003;70;74,610001;4140400;67,885147
2011-12-13;74,82;76,32;74,160004;74,650002;1033300;67,921532
2011-12-14;73,730003;73,959999;70,949997;71,43;865200;64,991791
2011-12-15;72,779999;73,870003;72,190002;73,519997;761900;66,893387
2011-12-16;73,82;75,459999;73,769997;74,440002;849200;67,730446
2011-12-19;77,290001;77,290001;73,5;73,849998;569300;67,193619
2011-12-20;75,709999;76,75;75,050003;75,919998;523300;69,077072
2011-12-21;76,419998;76,779999;75,739998;76,400002;460300;69,513809
2011-12-22;77,099998;77,720001;75,510002;75,790001;388600;68,958771
2011-12-23;75,790001;76,110001;75,300003;75,989998;269400;69,140739
2011-12-27;76,089996;76,330002;75,790001;75,879997;183000;69,040649
2011-12-28;75,610001;75,919998;72,68;72,879997;404600;66,311066
2011-12-29;73,550003;75,18;73,150002;75;398200;68,239983
2011-12-30;74,910004;75,830002;74,910004;75,410004;302900;68,613029
2012-01-03;79,489998;79,489998;75,620003;75,739998;372200;68,9133
2012-01-04;75,559998;76,150002;74,709999;75,709999;210500;68,885979
2012-01-05;75,709999;77,519997;74,050003;75,889999;405000;69,049767
2012-01-06;75,75;75,849998;74,099998;74,190002;512200;67,502983
2012-01-09;74,699997;76,040001;74,669998;74,860001;385800;68,112617
2012-01-10;75,82;76,190002;74,410004;74,769997;553000;68,030724
2012-01-11;74,540001;76,059998;74,519997;75,639999;623700;68,822311
2012-01-12;76,160004;78,160004;75,900002;77,82;1038500;70,805801
2012-01-13;78,019997;78,970001;76,669998;78,970001;464600;71,85215
2012-01-17;79,489998;79,489998;77,529999;78,160004;420500;71,115158
2012-01-18;77,970001;80,580002;77,5;79,790001;468000;72,598259
2012-01-19;79,949997;81,120003;79,650002;80,650002;514700;73,380722
2012-01-20;80,769997;81,660004;79,110001;80,900002;773800;73,6082
2012-01-23;81,129997;81,139999;79,470001;80,019997;585100;72,807518
2012-01-24;79,699997;80,309998;79,190002;80,18;562700;72,953072
2012-01-25;79,870003;81,82;79,519997;81,669998;747500;74,308792
2012-01-26;81,949997;82,410004;80,540001;81,410004;320800;74,072227
2012-01-27;81,330002;82,089996;80,910004;81,620003;380800;74,263275
2012-01-30;80,809998;82,559998;80,580002;82,419998;645100;74,991203
2012-01-31;82,699997;83,279999;81,849998;82,510002;876400;75,07309
2012-02-01;82,790001;84,089996;82,110001;82,860001;1391200;75,391533
2012-02-02;83,360001;84,300003;82,830002;83,25;785100;75,746399
2012-02-03;84,18;84,919998;83,949997;84,290001;776400;76,692665
2012-02-06;84,080002;85,82;83,940002;85,580002;1298200;77,866379
2012-02-07;85,690002;88,019997;85,089996;86,239998;1239100;78,466881
2012-02-08;85,800003;87,080002;83,449997;86,419998;899900;78,630653
2012-02-09;86,699997;88,360001;86,459999;88,290001;826300;80,332123
2012-02-10;87,550003;88,050003;86,510002;87,199997;407800;79,340363
2012-02-13;87,879997;88,190002;87,059998;87,980003;694900;80,050072
2012-02-14;87,199997;88,540001;87,029999;88,360001;579800;80,395821
2012-02-15;88,82;89,379997;87,5;88,970001;1052700;80,950844
2012-02-16;88,900002;89,82;88,660004;89,5;945000;81,433052
2012-02-17;89,75;90,57;89,230003;89,370003;639400;81,314766
2012-02-21;89,370003;89,800003;87,589996;87,940002;590200;80,013657
2012-02-22;87,650002;88,18;86,449997;86,760002;424600;78,940025
2012-02-23;86,760002;88,349998;86,400002;87,870003;493900;79,949989
2012-02-24;88,199997;88,730003;87,529999;87,730003;384100;79,822594
2012-02-27;86,959999;88,379997;85,889999;87,760002;385300;79,849876
2012-02-28;87,349998;87,529999;86,230003;86,860001;305200;79,392853
2012-02-29;86,900002;87,730003;85,839996;85,870003;482400;78,487999
2012-03-01;86,589996;87,849998;85,449997;85,800003;705400;78,423981
2012-03-02;85,959999;86,139999;84,760002;85,150002;419500;77,829857
2012-03-05;85,230003;86,400002;84,220001;86,019997;680800;78,625084
2012-03-06;85,230003;85,230003;83,620003;83,800003;419000;76,595924
2012-03-07;83,919998;84,790001;83,690002;84,480003;227400;77,217461
2012-03-08;85,110001;86,769997;84,769997;86,389999;282500;78,963264
2012-03-09;86,160004;87,599998;86,110001;87,290001;373100;79,785919
2012-03-12;87,540001;87,809998;86,57;86,839996;480000;79,374588
2012-03-13;87,300003;89,309998;87,290001;89,239998;459000;81,568283
2012-03-14;88,93;89,559998;88,099998;88,360001;438800;80,763931
2012-03-15;88,230003;89,839996;87,889999;89,519997;345300;81,824211
2012-03-16;89,449997;89,540001;88,370003;88,699997;594100;81,074684
2012-03-19;88,660004;89,610001;88,199997;88,989998;352500;81,33976
2012-03-20;88,150002;88,550003;87,589996;88,230003;342100;80,645088
2012-03-21;88,559998;89,129997;88,029999;88,580002;417400;80,965004
2012-03-22;87,699997;88,010002;86,230003;87,18;443900;79,685364
2012-03-23;86,970001;87,879997;85,879997;87,589996;289600;80,060104
2012-03-26;88,550003;88,690002;87,5;88,059998;260000;80,489716
2012-03-27;87,959999;88,589996;87,459999;87,57;609700;80,041824
2012-03-28;87,769997;87,889999;85,43;86,300003;636500;78,881012
2012-03-29;85,779999;86,019997;84,139999;85,660004;370800;78,296013
2012-03-30;86,43;86,720001;85,43;85,629997;301100;78,2686
2012-04-02;85,629997;86,089996;84,730003;85,720001;382900;78,350868
2012-04-03;85,550003;85,940002;84,949997;85,389999;346600;78,04924
2012-04-04;84,849998;85,220001;84,400002;84,980003;407200;77,6745
2012-04-05;84,599998;85,660004;84,599998;85,089996;264600;77,775047
2012-04-09;83,32;84,470001;82,199997;83,830002;616900;76,623367
2012-04-10;83,690002;83,830002;82,010002;82,120003;611400;75,060349
2012-04-11;82,870003;83,349998;82,419998;82,790001;629700;75,672768
2012-04-12;82,690002;84,93;82,669998;83,82;461800;76,614189
2012-04-13;83,82;83,82;82,5;82,68;424400;75,572197
2012-04-16;83,620003;83,860001;82,779999;83,080002;489300;75,937836
2012-04-17;83,860001;85,370003;83,860001;84,330002;601700;77,080383
2012-04-18;83,75;83,75;82,379997;82,599998;584700;75,49913
2012-04-19;82,410004;82,730003;81,5;81,889999;635500;74,850105
2012-04-20;82,739998;82,75;81,870003;82,07;450600;75,014633
2012-04-23;81;81,970001;80,519997;81,559998;341600;74,548485
2012-04-24;81,75;81,839996;81,099998;81,580002;408100;74,566765
2012-04-25;83,190002;83,379997;82,150002;82,919998;449300;75,791557
2012-04-26;82,580002;83,120003;82,419998;82,75;508300;75,6362
2012-04-27;83,459999;83,75;82,739998;83,400002;641400;76,230324
2012-04-30;83,360001;83,660004;82,480003;82,879997;389100;75,755013
2012-05-01;81,589996;83,550003;80,510002;81,82;725100;74,786125
2012-05-02;81,489998;82,389999;81,010002;82,129997;483700;75,069489
2012-05-03;82,220001;82,220001;80,379997;81,080002;481900;74,109772
2012-05-04;80,300003;80,330002;78,940002;79,43;373900;72,601601
2012-05-07;79,050003;81,150002;78,800003;79,800003;961900;72,939789
2012-05-08;79,43;79,660004;77,800003;78,910004;497400;72,126328
2012-05-09;77,860001;78,769997;77,540001;77,620003;715800;70,947235
2012-05-10;78,309998;78,709999;76,919998;76,989998;597900;70,371376
2012-05-11;76,669998;77,730003;76,550003;76,720001;614900;70,124565
2012-05-14;75,849998;76,449997;75,5;75,889999;474500;69,365936
2012-05-15;75,75;76,300003;74,540001;74,720001;376500;68,296516
2012-05-16;65,110001;75,419998;63,639999;68,599998;3416300;62,702641
2012-05-17;68,809998;69,550003;66,43;66,550003;2177600;60,82888
2012-05-18;66,959999;69,620003;66,800003;68,389999;1175900;62,510674
2012-05-21;68,800003;69,93;67,589996;69,089996;695500;63,15052
2012-05-22;69,260002;69,279999;67,860001;68,239998;586000;62,373569
2012-05-23;67,769997;69;67,360001;68,82;320000;62,903713
2012-05-24;68,739998;69,160004;67,940002;69,120003;365600;63,177933
2012-05-25;68,860001;69,459999;68,160004;68,440002;193300;62,556385
2012-05-29;68,610001;70,110001;68,610001;69,620003;276100;63,634933
2012-05-30;68,82;68,82;67,589996;67,690002;282100;62,22842
2012-05-31;67,760002;67,900002;66,269997;67,470001;324800;62,02615
2012-06-01;66,959999;67,230003;65,730003;65,849998;513300;60,536865
2012-06-04;65,830002;66,029999;64,75;65,169998;564600;59,911736
2012-06-05;64,830002;65,57;64,540001;64,559998;575700;59,350945
2012-06-06;66,550003;66,970001;65,019997;66,690002;269900;61,309093
2012-06-07;67,489998;68,370003;66,580002;66,650002;254700;61,272301
2012-06-08;66,68;67,720001;65,93;67,529999;172600;62,081295
2012-06-11;68,279999;68,860001;66,830002;66,879997;501600;61,483746
2012-06-12;67;67,519997;65,980003;66,790001;377800;61,401028
2012-06-13;65,75;66,760002;65,059998;65,480003;410600;60,196705
2012-06-14;65,690002;66,480003;65,349998;66,220001;219100;60,876999
2012-06-15;66,519997;68,089996;66,470001;67,959999;403700;62,476616
2012-06-18;67,540001;68,940002;66,849998;68,410004;270000;62,890339
2012-06-19;68,550003;70,43;68,550003;70,290001;603100;64,618622
2012-06-20;70,099998;70,290001;69,139999;69,830002;327600;64,195732
2012-06-21;69,760002;70,300003;68,239998;68,459999;395600;62,936272
2012-06-22;68,730003;70,050003;68,330002;69,639999;383300;64,021057
2012-06-25;68,5;69,610001;67,559998;69,57;503600;63,956696
2012-06-26;69,739998;73,050003;69,459999;72,669998;887800;66,806572
2012-06-27;72,959999;75,709999;72,730003;74,510002;1267400;68,498131
2012-06-28;73,900002;77,629997;73,900002;77,440002;912700;71,191711
2012-06-29;78,849998;79,540001;78,300003;78,82;737400;72,460381
2012-07-02;79,449997;79,449997;77,860001;78,699997;408500;72,350052
2012-07-03;78,949997;79,68;78,610001;78,989998;251900;72,616653
2012-07-05;80,190002;80,43;78,160004;79,029999;393900;72,653419
2012-07-06;78,389999;79,910004;78,389999;79,739998;339300;73,306122
2012-07-09;79,400002;79,589996;78,790001;79,120003;413400;72,736168
2012-07-10;79,550003;80;77,379997;77,900002;338900;71,614586
2012-07-11;78,290001;78,550003;77,529999;78,160004;330200;71,853615
2012-07-12;77,889999;81,290001;77,889999;81,110001;677800;74,565598
2012-07-13;80,790001;81,790001;80,589996;81,660004;400500;75,071228
2012-07-16;81,339996;82,18;81,139999;81,690002;451000;75,098824
2012-07-17;81,699997;82,25;80,419998;81,940002;322400;75,328636
2012-07-18;81,389999;83,360001;81,389999;83,050003;431200;76,349045
2012-07-19;83,300003;83,790001;82,900002;83,660004;340500;76,909851
2012-07-20;83,190002;84,300003;83,029999;83,449997;345500;76,716797
2012-07-23;82;83,150002;81,68;82,639999;518600;75,97216
2012-07-24;83,160004;83,32;81,050003;81,910004;321800;75,301048
2012-07-25;82,459999;82,629997;80,660004;81,550003;369500;74,9701
2012-07-26;82,059998;82,790001;76,919998;78,269997;967900;71,954742
2012-07-27;78,860001;79,800003;78,029999;79,419998;464100;73,011955
2012-07-30;79,419998;79,959999;77,690002;78;576400;71,70652
2012-07-31;77,059998;78,300003;74,419998;75,139999;1039300;69,077293
2012-08-01;74,989998;75,870003;74,050003;74,510002;645400;68,498131
2012-08-02;74,410004;74,410004;71,93;73,330002;568500;67,41333
2012-08-03;74,230003;74,989998;73,459999;74,800003;307000;68,764717
2012-08-06;74,660004;75,849998;74,150002;75,199997;381700;69,132439
2012-08-07;75,5;77,169998;75,400002;76,720001;306000;70,529785
2012-08-08;76,940002;77,75;75,769997;76,769997;286000;70,575768
2012-08-09;76,839996;78,529999;76,839996;77,669998;362000;71,40316
2012-08-10;77,290001;78,860001;77,290001;78,589996;401500;72,248932
2012-08-13;78,25;78,860001;77;78,07;313300;71,770874
2012-08-14;78,559998;78,879997;76,519997;76,75;287300;70,557396
2012-08-15;76,639999;76,739998;75,349998;75,900002;234800;69,775963
2012-08-16;77,809998;78,809998;76,449997;78,080002;362100;71,78009
2012-08-17;78,980003;78,980003;78,010002;78,440002;227500;72,111038
2012-08-20;78,160004;78,470001;76,809998;77,900002;271000;71,614586
2012-08-21;77,980003;78,300003;76,480003;76,620003;236100;70,437889
2012-08-22;76,669998;77,599998;76,019997;77,360001;228100;71,118179
2012-08-23;77,230003;77,480003;75,940002;76,660004;293800;70,474648
2012-08-24;76,769997;79,269997;76,629997;78,769997;306900;72,414406
2012-08-27;79,089996;79,230003;77,550003;77,730003;364900;71,458344
2012-08-28;77,580002;78,720001;77,239998;77,919998;509200;71,63298
2012-08-29;78,379997;78,389999;75,949997;76,800003;483600;70,603371
2012-08-30;76,129997;76,269997;74,410004;74,779999;458600;69,106262
2012-08-31;75,370003;76,580002;73,93;76,379997;397200;70,584869
2012-09-04;76,239998;76,830002;74,230003;75,230003;283400;69,52211
2012-09-05;75,389999;76,43;74,279999;74,989998;175200;69,300308
2012-09-06;75,559998;77,550003;75,559998;77,419998;302800;71,545959
2012-09-07;77,440002;81,980003;77,440002;81,129997;677600;74,974472
2012-09-10;83,199997;85,980003;80,050003;84,18;1288000;77,79306
2012-09-11;84,169998;84,470001;83,510002;84,099998;376900;77,719124
2012-09-12;83,650002;87,940002;83,540001;86,889999;621900;80,297455
2012-09-13;85,980003;88,510002;85,510002;88,129997;709100;81,443375
2012-09-14;88,209999;93,709999;88,209999;90,93;1149500;84,030922
2012-09-17;90,529999;90,860001;87,32;87,419998;489500;80,787209
2012-09-18;87,010002;88;86,669998;87,529999;348000;80,888885
2012-09-19;87,949997;90,480003;87,400002;89,980003;389700;83,153
2012-09-20;89,830002;89,830002;87,209999;88,160004;529600;81,4711
2012-09-21;88,800003;89,43;87,610001;87,959999;574200;81,286278
2012-09-24;87,470001;88,580002;87,260002;88,120003;329400;81,434113
2012-09-25;85,470001;87,489998;84,900002;85,160004;744700;78,698723
2012-09-26;85,110001;85,800003;82,43;83,220001;508600;76,905907
2012-09-27;83,349998;85,839996;83,25;85,150002;876500;78,689461
2012-09-28;84,980003;85,239998;82,529999;82,870003;778800;76,582436
2012-10-01;83,279999;84,529999;81,830002;82,080002;772900;75,852394
2012-10-02;82,599998;83,529999;82,150002;83,459999;435900;77,127678
2012-10-03;83,68;84,589996;82,919998;84,360001;410800;77,959419
2012-10-04;84,690002;85,82;84,559998;85,089996;452400;78,634026
2012-10-05;86,120003;87,080002;84,449997;84,889999;449300;78,449188
2012-10-08;84,480003;85,190002;84,019997;84,449997;265400;78,04258
2012-10-09;83,889999;84,330002;82,379997;82,620003;370400;76,351418
2012-10-10;82,730003;83,389999;82,18;83,029999;248600;76,730309
2012-10-11;84,110001;84,199997;82,550003;82,68;231100;76,406853
2012-10-12;83,040001;83,139999;81,980003;82,309998;249600;76,064934
2012-10-15;82,760002;83,080002;81,190002;82,769997;238200;76,490044
2012-10-16;83,279999;84,169998;82,860001;83,900002;250700;77,534309
2012-10-17;84,379997;87,339996;84,080002;86,019997;526300;79,493439
2012-10-18;85,589996;85,959999;84,75;85,309998;233600;78,837311
2012-10-19;85,330002;85,330002;82,769997;83,029999;442900;76,730309
2012-10-22;82,959999;83,639999;82;82,699997;188800;76,425339
2012-10-23;81,5;82,269997;80,440002;81,879997;308900;75,667572
2012-10-24;82,379997;82,75;81,529999;82,25;200200;76,009483
2012-10-25;83,010002;83,160004;81,949997;82,389999;187200;76,138878
2012-10-26;82,43;82,699997;80,910004;82;189200;75,778442
2012-10-31;82,290001;84,849998;82,040001;82,309998;316200;76,064934
2012-11-01;82;84,300003;80,419998;84,209999;347500;77,820778
2012-11-02;85,230003;85,970001;83,769997;83,830002;270200;77,469612
2012-11-05;83,400002;85,309998;83,160004;85,010002;448900;78,560097
2012-11-06;85,68;90,419998;85,519997;86,980003;1227900;80,380623
2012-11-07;85,959999;87,330002;83,769997;86,889999;756700;80,297455
2012-11-08;86,639999;87,260002;85,919998;86,260002;371600;79,715233
2012-11-09;86,809998;87,720001;85,730003;86,129997;352100;79,595116
2012-11-12;86;86,120003;85,230003;85,410004;218900;78,929756
2012-11-13;85,309998;86,309998;85,010002;85,510002;440800;79,022133
2012-11-14;85,5;85,699997;83,400002;83,800003;266700;77,441879
2012-11-15;83,540001;84,199997;82,110001;82,559998;432400;76,295975
2012-11-16;82,699997;83,279999;81,190002;82,400002;399100;76,148125
2012-11-19;83,330002;85,470001;82,370003;85,410004;519500;78,929756
2012-11-20;85,779999;85,889999;84,660004;85,459999;136000;78,975929
2012-11-21;85,339996;85,910004;85,129997;85,459999;135600;78,975929
2012-11-23;85,900002;86;85,129997;86;134500;79,474968
2012-11-26;85,300003;86,959999;84,980003;86,779999;774000;80,195801
2012-11-27;86,32;87,209999;85,790001;85,82;343000;79,308655
2012-11-28;84,25;87,32;83,360001;86,800003;855600;80,589897
2012-11-29;87,440002;92,269997;87,370003;90,790001;1278700;84,294434
2012-11-30;90,629997;91,529999;89,82;90;586400;83,560944
2012-12-03;91,010002;91,389999;88,839996;90,449997;578400;83,978752
2012-12-04;90,650002;91,260002;90,169998;90,940002;319600;84,433716
2012-12-05;90,93;91,239998;89,160004;90,300003;425400;83,8395
2012-12-06;89,769997;90,900002;89,580002;90,489998;221800;84,015907
2012-12-07;90,830002;91,269997;89,93;90,900002;277300;84,396553
2012-12-10;90,459999;91,860001;90,459999;91,529999;270500;84,981491
2012-12-11;91,730003;94,050003;91,730003;92,389999;569300;85,779968
2012-12-12;92,879997;93,510002;92,089996;92,5;369500;85,88208
2012-12-13;92,480003;93,379997;92,269997;92,730003;326100;86,095627
2012-12-14;92,43;93,239998;92,190002;93,150002;397000;86,485603
2012-12-17;93,160004;95,440002;91,43;95,32;471300;88,500328
2012-12-18;95,269997;95,669998;94,849998;95,190002;296000;88,379631
2012-12-19;95,699997;95,699997;94,510002;95,160004;574400;88,351799
2012-12-20;95,279999;95,93;94,93;95,589996;562300;88,751007
2012-12-21;94,370003;95,290001;94,349998;95,010002;387400;88,212509
2012-12-24;95,169998;95,529999;94,529999;95,400002;84900;88,574631
2012-12-26;95,739998;95,739998;95;95,220001;180100;88,407486
2012-12-27;95,199997;95,389999;92,879997;94,720001;288700;87,943268
2012-12-28;94;94,43;93;93,339996;381600;86,661987
2012-12-31;93,239998;94,879997;93,010002;94,279999;326600;87,534744
2013-01-02;98,110001;98,110001;96,769997;96,989998;466300;90,050865
2013-01-03;97,360001;97,580002;96,75;96,949997;415700;90,01371
2013-01-04;97,18;97,889999;96,879997;97,639999;358800;90,65435
2013-01-07;100,029999;100,029999;97,370003;97,769997;239600;90,775047
2013-01-08;97,769997;98,389999;96,769997;97,459999;423100;90,487236
2013-01-09;98,139999;98,32;97,449997;98,040001;312900;91,025749
2013-01-10;98,389999;98,540001;97,75;98,419998;353600;91,378555
2013-01-11;98,089996;98,400002;97,559998;98,25;232300;91,220695
2013-01-14;98,239998;98,419998;97,419998;98,080002;149500;91,062874
2013-01-15;97,610001;98,980003;97,360001;98,949997;214900;91,870636
2013-01-16;98,769997;98,769997;97,339996;97,699997;242300;90,71006
2013-01-17;98;99,019997;97,730003;97,949997;331300;90,942177
2013-01-18;98;98,779999;97,629997;98;276600;90,988571
2013-01-22;98;99,610001;97,970001;98,660004;241700;91,601372
2013-01-23;98,379997;99,349998;98,059998;98,400002;385700;91,35997
2013-01-24;98,629997;100,370003;98,57;99,230003;202200;92,1306
2013-01-25;99,32;99,830002;99,029999;99,349998;445400;92,241997
2013-01-28;99,489998;99,769997;98,529999;99,269997;176100;92,167732
2013-01-29;99,330002;101,849998;99,089996;101,57;307800;94,303177
2013-01-30;101,510002;101,860001;99,910004;100,07;299100;92,910484
2013-01-31;99,580002;100,110001;98,580002;98,730003;351200;91,666382
2013-02-01;99,510002;100,080002;98,309998;98,360001;245300;91,322853
2013-02-04;97,889999;98,830002;97,339996;97,559998;208500;90,580078
2013-02-05;97,650002;98,279999;96,760002;98,089996;423300;91,072151
2013-02-06;97,480003;99,349998;96,730003;99,199997;275300;92,102753
2013-02-07;98,879997;99,110001;96,330002;97,370003;232700;90,403679
2013-02-08;97,949997;98,519997;97,470001;98,269997;125500;91,239273
2013-02-11;102,470001;102,470001;96,470001;98,07;408200;91,053596
2013-02-12;97,900002;99,169998;96,529999;98,43;418900;91,387825
2013-02-13;98,75;100;98,410004;99,529999;429500;92,409119
2013-02-14;99,650002;100,449997;99,209999;100,349998;488800;93,170456
2013-02-15;100,089996;101,959999;100,010002;101,089996;283600;93,857498
2013-02-19;101,529999;102,93;101,410004;102,040001;523800;94,739571
2013-02-20;101,93;101,970001;98,220001;98,620003;413900;91,564217
2013-02-21;98,269997;98,620003;96,949997;97,889999;443100;90,886444
2013-02-22;98,699997;100,230003;97,68;98,089996;435900;91,072151
2013-02-25;98,489998;98,489998;94,519997;94,629997;374700;87,859688
2013-02-26;95,849998;96,25;93,989998;95,419998;554100;88,593185
2013-02-27;95,07;96,970001;95,07;96,190002;334400;89,684052
2013-02-28;96,580002;98,339996;96,209999;97,129997;408600;90,560463
2013-03-01;96,150002;99,290001;95,980003;98,419998;377800;91,763222
2013-03-04;98,089996;99,160004;98,089996;98,910004;262400;92,220085
2013-03-05;99,550003;102,110001;99,260002;101,480003;281900;94,616264
2013-03-06;101,830002;102,940002;101,480003;102,110001;301000;95,203621
2013-03-07;101,959999;103,589996;101,599998;103,410004;470700;96,415703
2013-03-08;104,139999;104,980003;103,660004;104,879997;1041900;97,786278
2013-03-11;104,629997;105,75;103,779999;104,709999;621000;97,627769
2013-03-12;104,779999;104,900002;103,75;103,93;437500;96,90052
2013-03-13;104,059998;105,260002;103,82;104,800003;416600;97,711678
2013-03-14;105,160004;106,220001;104,309998;104,709999;623700;97,627769
2013-03-15;104,449997;105,160004;103;103,57;1005100;96,564888
2013-03-18;102,779999;104,989998;102,779999;103,900002;424200;96,872551
2013-03-19;104,160004;105,040001;102,730003;102,989998;358400;96,024101
2013-03-20;103,779999;103,779999;102,959999;103,260002;448200;96,275848
2013-03-21;102,760002;103,209999;102,269997;102,529999;395700;95,59523
2013-03-22;103,110001;103,919998;102,5;102,68;1098500;95,735077
2013-03-25;102,959999;103,610001;101,309998;101,839996;430300;94,951897
