"date";"open";"high";"low";"close";"volume";"adjusted"
2011-08-09;51,799999;54,73;51,799999;54,349998;6722400;50,549664
2011-08-10;53,290001;53,849998;51,34;51,48;3531500;47,880341
2011-08-11;51,759998;53,290001;51,150002;52,75;3981100;49,061543
2011-08-12;53,18;53,470001;51,5;53,23;4113500;49,507977
2011-08-15;53,700001;53,82;52,59;53,380001;1888700;49,647491
2011-08-16;53,060001;53,459999;52,32;53,049999;2310800;49,340561
2011-08-17;53,310001;53,810001;52,080002;52,799999;1472400;49,108047
2011-08-18;51,580002;51,669998;50,02;50,470001;2117500;46,940975
2011-08-19;50,009998;51,869999;49,919998;50,98;3360000;47,41531
2011-08-22;51,889999;52,049999;50,889999;51,060001;3004000;47,489712
2011-08-23;51,110001;53;50,720001;52,810001;3002800;49,117359
2011-08-24;52,41;53,619999;52,18;53,48;1190300;49,740505
2011-08-25;53,790001;54;52,389999;53,080002;1925800;49,368469
2011-08-26;52,889999;54,349998;52,049999;54,18;1984800;50,391571
2011-08-29;54,91;55,619999;54,779999;55,580002;1025500;51,693665
2011-08-30;55,43;56,119999;54,900002;55,77;1328700;51,87038
2011-08-31;56,150002;57,25;56,09;56,889999;1907000;52,912056
2011-09-01;56,869999;57,580002;56,240002;56,400002;1996000;52,456318
2011-09-02;55,279999;55,639999;54,720001;54,919998;1327200;51,079803
2011-09-06;53,75;54,959999;53,470001;54,779999;1807100;50,949593
2011-09-07;55,700001;57,360001;55,540001;57,349998;3210400;53,339905
2011-09-08;56,700001;57,720001;56,07;56,900002;2365100;52,921364
2011-09-09;56,23;56,299999;53,73;53,82;3557700;50,056728
2011-09-12;52,939999;53,720001;52,290001;53,720001;3896500;49,963711
2011-09-13;53,970001;55,16;53,439999;55,029999;3458600;51,182106
2011-09-14;55,27;56,43;54,82;55,860001;2927200;51,954098
2011-09-15;56,630001;57,060001;55,549999;56,720001;2481300;52,753948
2011-09-16;57,040001;57,349998;56,259998;56,939999;1823800;52,958553
2011-09-19;56,16;56,779999;55,630001;56,5;3229400;52,549316
2011-09-20;56,779999;58,169998;56,59;57,290001;1999500;53,284088
2011-09-21;57,419998;57,450001;55,450001;55,459999;2304600;51,58205
2011-09-22;52,540001;53,709999;52,23;53,459999;4846500;49,721886
2011-09-23;53,189999;53,650002;52,700001;53,52;2948900;49,777695
2011-09-26;54,049999;55,540001;53,709999;55,450001;2671700;51,57275
2011-09-27;56,099998;57,419998;56;56,529999;3274500;52,577232
2011-09-28;56,540001;56,560001;54,84;54,98;2275100;51,135616
2011-09-29;55,77;55,77;54,73;55,66;3145000;51,768074
2011-09-30;55,060001;55,34;53,470001;53,48;2356800;49,740505
2011-10-03;53,009998;53,509998;51,009998;51,099998;2589800;47,52692
2011-10-04;50,459999;51,639999;49,669998;51,52;3e+06;47,917545
2011-10-05;51,529999;52,23;51,07;52,040001;2033800;48,40118
2011-10-06;52,040001;53,049999;51,650002;53,049999;1693900;49,340561
2011-10-07;53,650002;53,650002;52,490002;52,75;1343700;49,061543
2011-10-10;53,490002;54,130001;52,959999;53,790001;1542200;50,028824
2011-10-11;53,490002;54,130001;53,41;53,799999;1134700;50,03812
2011-10-12;54,09;54,75;53,759998;53,799999;1256300;50,03812
2011-10-13;53,529999;53,59;52,25;52,990002;1828500;49,284763
2011-10-14;53,639999;54;52,810001;52,959999;1706800;49,256847
2011-10-17;52,360001;52,860001;51,82;51,959999;1250500;48,326778
2011-10-18;51,73;53,099998;51,18;52,560001;1528300;48,884834
2011-10-19;52,630001;53,700001;52,400002;53,02;1832500;49,312668
2011-10-20;53,02;53,400002;52,099998;53,130001;1619000;49,414974
2011-10-21;53,639999;54,650002;53,57;54,639999;1676500;50,819389
2011-10-24;54,32;55,43;54,32;55;1470400;51,154213
2011-10-25;54,639999;54,790001;53,470001;53,580002;1476900;49,833504
2011-10-26;54,259998;54,419998;52,860001;54,02;2919800;50,242752
2011-10-27;53,970001;55,060001;51,369999;54,169998;4954600;50,382248
2011-10-28;54,110001;54,849998;54,040001;54,299999;2115200;50,503162
2011-10-31;53,84;54,080002;52,630001;52,630001;1522000;48,949932
2011-11-01;51,619999;52,43;50,619999;50,810001;3480100;47,257202
2011-11-02;51,380001;52,330002;51,220001;51,84;1874700;48,215168
2011-11-03;52,369999;52,790001;51,860001;52,689999;2010900;49,005733
2011-11-04;52,279999;52,369999;51,169998;51,299999;3165700;47,71294
2011-11-07;51,27;52,900002;51,27;52,860001;1664100;49,163834
2011-11-08;53,150002;54,119999;52,950001;54,049999;1772600;50,270645
2011-11-09;52,73;53,27;51,459999;51,669998;2006600;48,05706
2011-11-10;52,09;52,349998;51,580002;51,669998;2232200;48,05706
2011-11-11;51,950001;52,77;51,77;52,5;1228500;48,829029
2011-11-14;52,200001;52,549999;51,689999;52,5;2235600;48,829029
2011-11-15;52,259998;52,490002;51,529999;52,209999;1657200;48,559303
2011-11-16;51,650002;51,810001;51;51,16;3394500;47,582729
2011-11-17;51,119999;51,119999;49,860001;50;2016800;46,503815
2011-11-18;50,380001;50,48;48,349998;48,439999;3882700;45,052902
2011-11-21;47,959999;48,450001;47,66;48,139999;2439100;44,773884
2011-11-22;48,25;48,68;47,52;47,860001;1753300;44,513477
2011-11-23;47,57;48,02;47,25;47,57;2440900;44,243744
2011-11-25;47,610001;48,049999;47,41;47,41;695000;44,094929
2011-11-28;48,450001;48,889999;48,09;48,43;1453400;45,043606
2011-11-29;48,560001;48,740002;47,91;48,029999;1746000;44,671593
2011-11-30;49,360001;50,59;49,130001;50,549999;2008700;47,015369
2011-12-01;50,470001;51,650002;50,290001;50,860001;1358800;47,303692
2011-12-02;51,240002;51,59;48,080002;48,919998;5917500;45,49934
2011-12-05;50,02;50,610001;49,419998;49,610001;2738800;46,141106
2011-12-06;49,720001;50,029999;49,419998;49,689999;1201600;46,2155
2011-12-07;49,400002;49,490002;48,580002;49,080002;2744400;45,648159
2011-12-08;48,689999;48,860001;47,82;48,080002;2046400;44,718086
2011-12-09;48,27;49,48;48,169998;49,259998;2054400;45,815578
2011-12-12;48,779999;48,939999;48,02;48,27;1673500;44,894806
2011-12-13;48,5;48,849998;47,360001;47,720001;1750300;44,383251
2011-12-14;47,57;47,720001;47;47,470001;1670000;44,150738
2011-12-15;48;48,48;47,599998;47,740002;1473100;44,401848
2011-12-16;48,150002;48,41;47,380001;47,52;3411000;44,197239
2011-12-19;48,740002;49,299999;47,549999;47,700001;1710900;44,364655
2011-12-20;49,869999;50,939999;49,849998;50,700001;3211300;47,154884
2011-12-21;50,650002;52,060001;50,52;51,830002;2672400;48,205864
2011-12-22;52,48;53,099998;52,34;53,040001;2344600;49,331272
2011-12-23;53,099998;53,439999;52,799999;53,209999;1278900;49,489376
2011-12-27;53,169998;53,720001;52,970001;53,279999;934500;49,554485
2011-12-28;53,41;53,599998;53,09;53,16;2361400;49,442883
2011-12-29;53,119999;53,5;52,860001;53,439999;1101000;49,703289
2011-12-30;53,259998;54,060001;53,23;53,419998;1106900;49,684696
2012-01-03;54,48;54,84;53,889999;53,939999;1958100;50,168335
2012-01-04;53,66;53,919998;52,990002;53,209999;1755000;49,489376
2012-01-05;52,970001;53,970001;52,700001;53,84;2199000;50,075325
2012-01-06;53,860001;54,310001;53,639999;53,98;1643000;50,205528
2012-01-09;53,939999;54,5;53,889999;54,380001;1711600;50,577576
2012-01-10;54,830002;55,790001;54,540001;55,52;2765600;51,637863
2012-01-11;55,189999;55,5;54,869999;55,299999;1182400;51,433235
2012-01-12;55,419998;55,419998;54,619999;55,060001;1557400;51,210026
2012-01-13;54,849998;55,189999;54,610001;55,040001;1046300;51,191418
2012-01-17;55,529999;56,220001;55,049999;55,189999;1452300;51,330929
2012-01-18;55,299999;55,700001;54,790001;55,549999;1308700;51,665752
2012-01-19;55,290001;56,470001;55;56,139999;1818900;52,214512
2012-01-20;56,110001;56,240002;55,669998;56,049999;1028600;52,130795
2012-01-23;55,91;56,419998;55,720001;56,060001;1002500;52,14011
2012-01-24;55,580002;56,700001;54,959999;56,549999;1861500;52,595837
2012-01-25;56,310001;58,07;55,98;57,75;2796700;53,711929
2012-01-26;60,91;61,889999;59,049999;59,610001;4641400;55,441872
2012-01-27;59,57;60,919998;59,380001;60,5;1766700;56,269634
2012-01-30;60,049999;61,200001;59,639999;60,950001;2432500;56,688168
2012-01-31;61,119999;61,599998;60,419998;60,75;1873800;56,502163
2012-02-01;60,639999;61,580002;60,32;60,849998;2630600;56,595165
2012-02-02;60,900002;61,57;60,799999;61,360001;1818500;57,069504
2012-02-03;61,950001;62,68;61,759998;62,509998;2026600;58,139091
2012-02-06;62,41;62,779999;61,98;62,59;1623700;58,213501
2012-02-07;62,310001;62,5;61,77;62,360001;1119700;57,999573
2012-02-08;62,459999;63,02;62,09;62,470001;1768700;58,101894
2012-02-09;62,439999;62,439999;60,450001;61,029999;3199900;56,762573
2012-02-10;60,709999;60,860001;59,759998;60,84;2737700;56,585873
2012-02-13;60,900002;61,740002;60,900002;61,25;1686600;56,967194
2012-02-14;61,41;61,799999;61,150002;61,790001;2151000;57,469433
2012-02-15;61,880001;62;61,189999;61,560001;1472700;57,255512
2012-02-16;61,529999;61,66;61;61,540001;1636100;57,236908
2012-02-17;61,869999;62;61,32;61,529999;1268300;57,227615
2012-02-21;61,549999;61,970001;61,049999;61,25;849700;56,967194
2012-02-22;60,490002;61,439999;60,490002;61,009998;1079600;56,743973
2012-02-23;61,130001;61,549999;60,82;61,400002;1465200;57,106701
2012-02-24;61,41;62,360001;61,380001;62,209999;1379600;57,860058
2012-02-27;61,77;62,290001;61,169998;62,009998;1086700;57,674065
2012-02-28;61,959999;62,02;61,110001;61,419998;1389700;57,125298
2012-02-29;61,5;61,5;60,490002;60,75;2429500;56,502163
2012-03-01;60,869999;60,93;60,139999;60,369999;1451200;56,148727
2012-03-02;60,299999;60,5;60,07;60,240002;635400;56,027817
2012-03-05;60,080002;60,529999;59,959999;60,439999;1015500;56,213833
2012-03-06;59,860001;60,049999;59,669998;59,84;1239000;55,655792
2012-03-07;60;60,540001;59,889999;60,330002;1130300;56,111534
2012-03-08;60,669998;61,220001;60,27;60,950001;997900;56,688168
2012-03-09;60,98;61,799999;60,830002;61,560001;1766500;57,255512
2012-03-12;61,59;61,73;61,16;61,459999;812000;57,162506
2012-03-13;61,84;63,119999;61,580002;62,990002;1357900;58,585526
2012-03-14;62,990002;63,48;62,43;62,73;1093600;58,343712
2012-03-15;62,970001;63,900002;62,720001;63,869999;958400;59,403996
2012-03-16;63,77;64,290001;63,59;64,099998;1810600;59,617916
2012-03-19;63,990002;64,529999;63,73;64,32;839300;59,822525
2012-03-20;63,849998;64,139999;63,709999;63,849998;993600;59,385395
2012-03-21;63,98;64,010002;63,439999;63,619999;761100;59,171482
2012-03-22;63,240002;63,48;62,790001;63,16;867100;58,743637
2012-03-23;63,200001;63,689999;63,099998;63,490002;839200;59,050571
2012-03-26;63,889999;64,650002;63,810001;64,43;758000;59,924843
2012-03-27;64,589996;64,809998;64,110001;64,25;1301600;59,75742
2012-03-28;64,059998;64,330002;63,43;63,619999;1266800;59,337719
2012-03-29;63,310001;63,52;62,59;63,290001;1668600;59,029911
2012-03-30;63,43;64,330002;63,43;64,279999;1787400;59,953285
2012-04-02;64,5;65,769997;64,220001;65,25;2510600;60,857994
2012-04-03;65,120003;65,779999;64,660004;65,120003;1618600;60,736752
2012-04-04;64,669998;65,139999;64,339996;64,57;1770400;60,223778
2012-04-05;64,32;64,809998;64,07;64,720001;1084300;60,363663
2012-04-09;63,91;64,309998;63,349998;64,150002;1193500;59,832039
2012-04-10;63,98;64,239998;63,150002;63,150002;1738000;58,899342
2012-04-11;63,599998;63,959999;63,09;63,189999;1312100;58,936638
2012-04-12;63,150002;64,559998;63,02;64,220001;2584400;59,897327
2012-04-13;64,239998;64,760002;63,279999;63,369999;1824900;59,10453
2012-04-16;63,75;63,75;62,669998;63,209999;1676200;58,955318
2012-04-17;63,5;64,830002;63,5;64,650002;1778000;60,298378
2012-04-18;65;66,410004;64,220001;64,290001;3091000;59,962608
2012-04-19;64,349998;64,440002;62,830002;63,060001;2874100;58,815411
2012-04-20;63,07;63,279999;62,709999;63,080002;2940300;58,834053
2012-04-23;62,400002;62,490002;61,650002;62,130001;1645600;57,948006
2012-04-24;62,200001;62,389999;61,900002;62,389999;1345600;58,190506
2012-04-25;63,080002;63,889999;62,939999;63,43;1928700;59,160511
2012-04-26;61,150002;62,540001;60,279999;62,07;2857200;57,892044
2012-04-27;63,009998;64,489998;62,509998;63,02;2334900;58,778091
2012-04-30;63;63,119999;62,57;62,93;1598200;58,69416
2012-05-01;62,990002;64,839996;62,630001;64,489998;2733700;60,149155
2012-05-02;63,990002;64,059998;63,380001;63,77;2163800;59,477615
2012-05-03;63,790001;64,779999;63,459999;64,019997;2255400;59,710785
2012-05-04;63,560001;63,849998;63,130001;63,150002;1838600;58,899342
2012-05-07;62,790001;63,740002;62,740002;63,490002;1849600;59,216469
2012-05-08;63,029999;63,09;62;62,759998;1375000;58,53561
2012-05-09;61,900002;62,59;61,619999;62,080002;1271900;57,901367
2012-05-10;62,41;63,029999;61,950001;62,130001;832100;57,948006
2012-05-11;61,790001;62,349998;61,490002;61,900002;831100;57,733479
2012-05-14;61,450001;61,709999;61,009998;61,360001;650200;57,229828
2012-05-15;61,259998;61,560001;60,689999;60,810001;1000300;56,716854
2012-05-16;61,169998;61,18;60,66;60,759998;972500;56,670223
2012-05-17;60,639999;60,830002;59,5;59,5;1122500;55,495029
2012-05-18;59,759998;59,860001;58,57;58,860001;1432900;54,898102
2012-05-21;59,380001;60,220001;58,950001;60,169998;812300;56,11993
2012-05-22;60,18;60,5;59,709999;60,139999;1757500;56,091953
2012-05-23;59,73;60,310001;59,279999;60;1787600;55,961365
2012-05-24;60,32;61,98;60,32;61,900002;2185300;57,733479
2012-05-25;61,639999;62,32;61,639999;62,040001;1535000;57,864048
2012-05-29;62,400002;62,700001;61,93;62,279999;1656100;58,087902
2012-05-30;61,75;61,950001;60,93;61,080002;1344300;56,968681
2012-05-31;61,099998;61,189999;60,43;60,650002;1485600;56,567638
2012-06-01;59,759998;59,970001;58,93;58,93;1447400;54,963402
2012-06-04;58,650002;59,09;58,23;58,740002;1163200;54,786186
2012-06-05;58,450001;59,720001;58,360001;59,540001;812200;55,532337
2012-06-06;59,84;60,049999;59,59;59,950001;928900;55,914749
2012-06-07;60,389999;60,689999;60,060001;60,169998;897000;56,11993
2012-06-08;59,889999;60,959999;59,889999;60,959999;966600;56,856758
2012-06-11;61,290001;61,34;59,98;60,02;740000;55,98003
2012-06-12;60,259998;60,48;59,650002;60,470001;664100;56,399754
2012-06-13;60,34;60,709999;59,77;59,959999;644500;55,924068
2012-06-14;60,009998;60,939999;60,009998;60,630001;966000;56,548977
2012-06-15;60,75;63,580002;60,720001;63,200001;3290800;58,94598
2012-06-18;62,77;63,68;62,610001;62,75;1828800;58,526268
2012-06-19;63,18;63,66;62,970001;63,299999;1234000;59,039253
2012-06-20;63,220001;63,540001;62,52;63,07;1374600;58,824738
2012-06-21;63,18;63,459999;61,669998;61,740002;1150100;57,584259
2012-06-22;61,790001;63,419998;61,650002;63,169998;1828200;58,917999
2012-06-25;62,540001;63,09;61,849998;61,869999;1528000;57,705498
2012-06-26;61,610001;62,009998;61,310001;61,66;1208500;57,677448
2012-06-27;61,84;62,799999;61,84;62,560001;893800;58,519306
2012-06-28;62,200001;62,549999;60,889999;62,369999;1455200;58,341583
2012-06-29;63,360001;64,410004;63,240002;64,360001;1241000;60,203049
2012-07-02;64,269997;64,5;63,779999;64,489998;861500;60,324657
2012-07-03;64,599998;64,709999;63,93;64,690002;644700;60,511742
2012-07-05;64,5;64,589996;63,779999;63,790001;666400;59,669861
2012-07-06;63,099998;63,330002;62,639999;62,720001;947900;58,668968
2012-07-09;62,959999;63,889999;62,549999;63,82;1049500;59,697922
2012-07-10;64,199997;64,660004;63,119999;63,330002;1280500;59,239578
2012-07-11;63,400002;63,5;62,790001;63,259998;921700;59,174099
2012-07-12;62,849998;63,139999;62,490002;62,810001;1143200;58,753162
2012-07-13;62,84;63,48;62,779999;63,349998;1073800;59,258293
2012-07-16;63,16;63,349998;62,740002;62,98;818200;58,912178
2012-07-17;63,459999;64,669998;63,459999;64,480003;1615900;60,3153
2012-07-18;64,120003;65,559998;63,91;64,690002;1143300;60,511742
2012-07-19;64,650002;64,650002;63,599998;64,32;1507100;60,16563
2012-07-20;63,93;64,25;62,549999;62,639999;1357800;58,594147
2012-07-23;62,07;62,450001;61,299999;61,91;1149100;57,911289
2012-07-24;61,790001;61,93;60,470001;60,84;1446600;56,910412
2012-07-25;61;61,720001;60,77;61;1594600;57,060078
2012-07-26;59,580002;60;57,459999;58,720001;3152200;54,927334
2012-07-27;58,740002;59,029999;57,950001;58,84;2803600;55,039585
2012-07-30;58,860001;59,049999;58,310001;58,700001;1746600;54,908623
2012-07-31;58,619999;59,43;58,619999;58,93;1833100;55,123768
2012-08-01;59,209999;59,669998;59;59,16;1809500;55,338909
2012-08-02;58,68;58,75;57,599998;57,950001;1529700;54,207069
2012-08-03;58,77;59,689999;58,66;59,02;1708600;55,207958
2012-08-06;59,220001;60,43;59,16;59,779999;1581100;55,918869
2012-08-07;60,220001;61,470001;60,139999;61,029999;1501900;57,088131
2012-08-08;60,98;61,369999;60,549999;61,09;984100;57,144253
2012-08-09;60,91;61,290001;60,759998;60,900002;682600;56,96653
2012-08-10;60,810001;61,419998;60,630001;61,369999;676300;57,406174
2012-08-13;61,119999;61,389999;60,82;61,380001;544100;57,415524
2012-08-14;61,740002;61,740002;61,060001;61,48;810300;57,509068
2012-08-15;61,330002;61,98;61,099998;61,849998;796100;57,855171
2012-08-16;61,91;62,02;61,490002;61,860001;683700;57,864525
2012-08-17;61,869999;62,099998;61,68;61,93;677300;57,930004
2012-08-20;61,75;62,5;61,75;62,5;872900;58,4632
2012-08-21;62,509998;62,990002;61,990002;62,119999;1153500;58,107738
2012-08-22;61,889999;62,119999;61,259998;61,630001;807300;57,649384
2012-08-23;61,610001;61,610001;60,93;61,029999;955900;57,088131
2012-08-24;60,869999;61,509998;60,43;61,27;1083200;57,312645
2012-08-27;61,259998;61,59;60,959999;61,060001;772200;57,116196
2012-08-28;61,060001;61,84;60,959999;61,279999;805500;57,321987
2012-08-29;61,43;62,09;61,43;62,02;1043700;58,014187
2012-08-30;61,610001;62,110001;61,369999;61,91;886300;57,911289
2012-08-31;62,16;62,490002;61,580002;61,779999;656600;57,789688
2012-09-04;61,860001;63,220001;61,830002;63;1022200;58,930893
2012-09-05;63,040001;63,150002;62,150002;62,599998;1037900;58,556728
2012-09-06;62,799999;64,139999;62,799999;64,050003;936200;59,913082
2012-09-07;64,730003;66,309998;64,699997;65,220001;1959800;61,007511
2012-09-10;65,330002;65,330002;64,730003;64,970001;952900;60,773655
2012-09-11;65,029999;65,760002;64,830002;65,510002;1071500;61,27877
2012-09-12;65,57;66,059998;65,360001;65,470001;1030200;61,24136
2012-09-13;65,470001;66,800003;65,040001;66,629997;1377800;62,326439
2012-09-14;66,540001;67,169998;66,32;66,900002;1864800;62,579002
2012-09-17;66,690002;67,139999;66,589996;66,93;746200;62,607059
2012-09-18;66,790001;67,199997;66,68;67,190002;1231800;62,850273
2012-09-19;67,139999;67,75;67,019997;67,139999;1628200;62,803513
2012-09-20;66,919998;67,160004;66,410004;66,760002;773300;62,44804
2012-09-21;67,080002;67,709999;66,900002;67,449997;1434200;63,093483
2012-09-24;67,220001;67,650002;66,940002;67,540001;1369600;63,177654
2012-09-25;67,620003;67,900002;66,849998;66,849998;1347300;62,699341
2012-09-26;66,889999;67;66,330002;66,480003;1044900;62,35231
2012-09-27;66,68;67,349998;66,5;67,160004;664800;62,990067
2012-09-28;66,57;67,760002;66,5;67,620003;1643700;63,42152
2012-10-01;67,769997;69;67,57;67,870003;1599200;63,655991
2012-10-02;67,870003;68,110001;67,059998;67,32;1744400;63,140156
2012-10-03;67,550003;67,809998;67,220001;67,290001;1275100;63,112019
2012-10-04;67,489998;67,580002;66,940002;67,269997;1513900;63,09325
2012-10-05;67,620003;67,779999;66,730003;66,879997;1658000;62,72744
2012-10-08;66,760002;67,220001;66,379997;66,82;1218900;62,671196
2012-10-09;66,449997;66,449997;63,75;63,75;3475200;59,791805
2012-10-10;63,470001;63,509998;62,23;62,610001;2632900;58,72258
2012-10-11;62,990002;63,630001;62,889999;62,900002;1316600;58,994576
2012-10-12;62,98;63,509998;61,970001;62,259998;1653600;58,394321
2012-10-15;62,439999;63,25;62,310001;63,169998;1885200;59,24781
2012-10-16;63,860001;64,540001;63,419998;63,759998;1785800;59,801163
2012-10-17;63,66;63,990002;63,139999;63,900002;1176900;59,932484
2012-10-18;63,02;64,010002;63,02;63,919998;1782200;59,951237
2012-10-19;63,720001;63,720001;62,509998;62,689999;1492900;58,797623
2012-10-22;62,580002;63,48;62,540001;63,470001;1099100;59,529186
2012-10-23;62,68;62,75;62,139999;62,139999;1507700;58,281754
2012-10-24;62,52;62,799999;62,07;62,279999;1092200;58,413067
2012-10-25;62,919998;64,580002;62,279999;63,98;2034200;60,007519
2012-10-26;64,110001;64,410004;63,439999;63,549999;1606600;59,604218
2012-10-31;63,5;64,470001;63,200001;64,209999;1637400;60,223248
2012-11-01;64,120003;65,639999;64,059998;65,550003;1448100;61,480053
2012-11-02;65,580002;65,989998;65;65,050003;1437700;61,011086
2012-11-05;65,050003;65,800003;64,660004;65,68;971100;61,601963
2012-11-06;65,730003;66,220001;65,459999;66,010002;1000900;61,91148
2012-11-07;65,400002;65,400002;64,260002;64,830002;1589300;60,804749
2012-11-08;64,790001;65,040001;64,349998;64,669998;1353200;60,654671
2012-11-09;64,849998;65,080002;64,339996;64,690002;1082600;60,673447
2012-11-12;64,860001;65,099998;64,440002;64,699997;855600;60,682808
2012-11-13;64,529999;65,309998;64,410004;64,440002;1417100;60,438957
2012-11-14;64,550003;64,849998;64,129997;64,339996;1047900;60,345161
2012-11-15;64,290001;64,419998;63,560001;64,25;1285700;60,260761
2012-11-16;64,209999;66,75;63,799999;64,440002;1044400;60,438957
2012-11-19;64,809998;65,82;64,580002;65,82;1190800;61,733257
2012-11-20;65,510002;66,730003;65,360001;66,300003;1263800;62,183464
2012-11-21;66,25;66,540001;65,809998;66,029999;902000;61,930248
2012-11-23;66,239998;66,870003;66,019997;66,839996;292200;62,689949
2012-11-26;66,629997;66,629997;65,239998;66,150002;1127000;62,042801
2012-11-27;66,059998;67,279999;65,730003;66,019997;1151400;61,920864
2012-11-28;65,769997;66,18;64,980003;66,099998;957300;61,995884
2012-11-29;66,510002;66,669998;65,709999;66,360001;1647000;62,239742
2012-11-30;66,449997;66,470001;65,360001;65,970001;1212300;61,873962
2012-12-03;66,220001;66,309998;65,330002;65,449997;950300;61,38625
2012-12-04;65,529999;66,059998;65,260002;65,839996;1023200;61,752037
2012-12-05;65,839996;66,139999;65,349998;65,629997;1539400;61,555077
2012-12-06;65,519997;65,940002;65,410004;65,709999;863700;61,630104
2012-12-07;65,760002;65,959999;65,32;65,489998;829200;61,423759
2012-12-10;65,25;65,82;65,139999;65,5;1145600;61,433144
2012-12-11;66,029999;67,260002;66,010002;67,059998;1459600;62,89629
2012-12-12;67,269997;68,389999;66,809998;67,550003;1466800;63,355869
2012-12-13;67,43;67,650002;67,260002;67,349998;1311900;63,168285
2012-12-14;67,07;67,68;66,75;67,260002;1631500;63,083855
2012-12-17;67,419998;68,190002;67,139999;68,120003;1339300;63,890469
2012-12-18;68,169998;69,089996;68,059998;68,720001;1125400;64,453232
2012-12-19;68,849998;68,900002;68,190002;68,239998;1197000;64,003014
2012-12-20;68,459999;68,860001;67,910004;68,800003;1140900;64,528275
2012-12-21;68,459999;68,459999;67,470001;67,639999;1596000;63,440273
2012-12-24;67,190002;67,910004;66,959999;67,099998;3e+05;63,10173
2012-12-26;67,169998;67,360001;66,279999;66,580002;597000;62,612736
2012-12-27;66,580002;66,830002;65,75;66,730003;667400;62,75378
2012-12-28;66,300003;66,650002;65,519997;65,540001;614100;61,634689
2012-12-31;65,419998;66,660004;65,150002;66,660004;1107900;62,687943
2013-01-02;67,599998;67,889999;67,339996;67,699997;1397500;63,665974
2013-01-03;67,730003;68,879997;67,57;68,669998;1575000;64,578178
2013-01-04;68,720001;69,139999;68,550003;69,019997;1190800;64,907326
2013-01-07;68,760002;69,330002;68,709999;69,190002;957000;65,067177
2013-01-08;69,169998;69,389999;68,610001;69,290001;905200;65,161247
2013-01-09;69,5;71,139999;69,440002;70,57;1302200;66,364937
2013-01-10;70,910004;71,169998;70,459999;70,709999;1082000;66,49659
2013-01-11;70,860001;71,440002;70,699997;71,169998;925100;66,929214
2013-01-14;70,489998;71,279999;70,199997;71,050003;1010300;66,816391
2013-01-15;70,739998;71,18;70,610001;71,059998;1191100;66,825768
2013-01-16;70,910004;72,110001;70,82;71,910004;1117300;67,625122
2013-01-17;72,290001;73,379997;72,089996;73;1503800;68,650169
2013-01-18;73,32;73,610001;72,720001;73,610001;1681100;69,223816
2013-01-22;73,669998;74,25;73,489998;74,25;1008200;69,825676
2013-01-23;74,050003;74,360001;73,68;74,110001;876700;69,694016
2013-01-24;74;75;73,849998;74,43;1528500;69,994949
2013-01-25;74,779999;75,199997;74,379997;75,120003;973000;70,643852
2013-01-28;75,029999;75,290001;74,82;75,029999;611200;70,559219
2013-01-29;75,080002;75,910004;74,879997;75,419998;878500;70,92598
2013-01-30;74,970001;75,050003;74,260002;74,43;1292700;69,994949
2013-01-31;73,93;74,739998;72,220001;74,599998;2036300;70,154831
2013-02-01;74,660004;74,940002;73,360001;73,470001;1732900;69,092186
2013-02-04;72,529999;74,010002;72,529999;73,459999;1513600;69,082756
2013-02-05;73,769997;74,330002;73,730003;74,059998;1084500;69,646996
2013-02-06;73,709999;75,110001;73,529999;75,110001;1520900;70,634445
2013-02-07;75,239998;75,309998;74,220001;75,059998;1344100;70,587418
2013-02-08;75,019997;75,989998;74,959999;75,849998;911000;71,330353
2013-02-11;75,75;75,980003;75,349998;75,650002;665500;71,142242
2013-02-12;75,650002;75,82;75,349998;75,440002;1048300;70,944778
2013-02-13;75,739998;76,75;75,660004;76;931700;71,47139
2013-02-14;75,860001;76,400002;75,75;76,339996;860100;71,791122
2013-02-15;76,220001;76,400002;75,349998;75,900002;1176100;71,377342
2013-02-19;75,739998;76,309998;74,82;76,110001;1074900;71,574852
2013-02-20;75,870003;76,18;75,230003;75,309998;1608900;70,822525
2013-02-21;75,150002;75,269997;73,540001;73,870003;1028800;69,468338
2013-02-22;74,230003;74,389999;73,739998;74,139999;675800;69,722221
2013-02-25;74,5;74,870003;73,07;73,07;794900;68,715988
2013-02-26;73,510002;73,93;72,540001;73,529999;862600;69,148575
2013-02-27;73,519997;74,599998;73,309998;74,449997;768900;70,013756
2013-02-28;74,449997;75,330002;74,400002;74,959999;1220500;70,49337
2013-03-01;74,57;75,050003;73,949997;74,989998;941900;70,521584
2013-03-04;74,760002;74,970001;74,129997;74,860001;896500;70,39933
2013-03-05;75,059998;75,870003;74,970001;75,830002;782700;71,311546
2013-03-06;76;76,419998;75,209999;75,290001;845600;70,803726
2013-03-07;75,339996;75,690002;74,610001;74,889999;721600;70,427528
2013-03-08;75,209999;75,519997;74,739998;75,400002;593200;70,90715
2013-03-11;75,129997;75,980003;74,980003;75,739998;508400;71,226898
2013-03-12;75,529999;76,25;75,089996;76,199997;681000;71,659485
2013-03-13;76,040001;76,32;75,629997;76,059998;1031900;71,527832
2013-03-14;75,709999;75,709999;73,660004;74,849998;2229400;70,389938
2013-03-15;74,540001;74,550003;73,089996;73,970001;1959100;69,562378
2013-03-18;73,150002;73,68;72,620003;73,239998;919500;68,87587
