"date";"open";"high";"low";"close";"volume";"adjusted"
2011-08-05;51,990002;52,5;49,869999;51,18;10545700;41,452457
2011-08-08;49,849998;51,959999;46,93;46,990002;12641000;38,058842
2011-08-09;48,07;49,349998;45,810001;49,32;12112200;39,945988
2011-08-10;47,740002;47,900002;44,970001;45,279999;14049700;36,673847
2011-08-11;45,630001;48,32;45,529999;47,650002;10379500;38,593391
2011-08-12;48,220001;48,950001;46,52;46,880001;5906500;37,969742
2011-08-15;47,509998;47,91;47,18;47,779999;5062800;38,698677
2011-08-16;47,150002;47,330002;46,32;47,040001;5601500;38,099339
2011-08-17;47,27;48,189999;46,779999;47,310001;5188500;38,318008
2011-08-18;45,810001;46,209999;44,540001;45;10651600;36,44706
2011-08-19;44,32;45,380001;43,099998;43,119999;9081700;34,92437
2011-08-22;44,419998;44,419998;42,880001;42,98;7411900;34,810989
2011-08-23;43,16;45,02;42,700001;45;8212900;36,44706
2011-08-24;45;46,869999;44,799999;46,869999;6949000;37,961639
2011-08-25;48,189999;48,990002;46,009998;46,580002;8893800;37,726768
2011-08-26;45,790001;47,189999;45,32;46,84;5974800;37,937351
2011-08-29;47,610001;49,330002;47,610001;49,310001;4278600;39,937889
2011-08-30;48,889999;49,689999;48,290001;49,259998;5290900;39,897377
2011-08-31;49,759998;50,75;49,5;50,139999;5846400;40,610123
2011-09-01;50,049999;50,23;48,470001;48,540001;5170700;39,31424
2011-09-02;47,490002;47,639999;45,990002;46,23;5836300;37,443279
2011-09-06;44,68;46,07;44,200001;46;6766500;37,256996
2011-09-07;46,759998;49,119999;46,450001;49,080002;6913300;39,751602
2011-09-08;48,349998;48,619999;47,400002;47,799999;6747700;38,714886
2011-09-09;47,040001;47,720001;46,189999;46,380001;5880600;37,564777
2011-09-12;45,5;48,209999;45,5;48,169998;8285900;39,014561
2011-09-13;48,470001;49,439999;48,110001;48,639999;5297700;39,395222
2011-09-14;49;50,419998;48,509998;49,759998;5507900;40,302353
2011-09-15;50,360001;51,330002;50,09;51,27;5419500;41,525356
2011-09-16;51,279999;52,23;50,57;51,34;6778500;41,582058
2011-09-19;50,130001;50,439999;49,369999;49,939999;4019600;40,448147
2011-09-20;50;51,16;49,82;50,189999;4357900;40,650627
2011-09-21;50,290001;50,630001;47,669998;47,689999;5024300;38,625782
2011-09-22;46,310001;47,389999;45,950001;46,740002;7502900;37,856361
2011-09-23;46,41;47,34;46,220001;47,290001;4045300;38,301811
2011-09-26;47,950001;49,57;47,389999;49,419998;4394700;40,026966
2011-09-27;50,34;50,939999;48,810001;49,200001;5310500;39,848789
2011-09-28;49,439999;50,16;47,900002;47,900002;4653700;38,795868
2011-09-29;49,18;49,799999;48,27;49,790001;4718100;40,326645
2011-09-30;48,869999;49,18;48,189999;48,189999;5468300;39,030754
2011-10-03;47,779999;48,720001;46,209999;46,240002;6096800;37,451389
2011-10-04;45,23;46,689999;44,740002;46,59;12300000;37,734859
2011-10-05;46,709999;47,650002;45,849998;47,209999;7257300;38,237022
2011-10-06;47;49,389999;46,330002;49,27;13093800;39,905483
2011-10-07;49,720001;49,720001;47,540001;47,75;12992500;38,674374
2011-10-10;48,970001;50,299999;48,869999;50,299999;6917900;40,739712
2011-10-11;49,75;50,5;49,119999;49,900002;10684200;40,415741
2011-10-12;50,240002;52,860001;50,209999;51,970001;7338500;42,0923
2011-10-13;51,389999;51,77;50,009998;51,279999;4038100;41,533451
2011-10-14;51,810001;52,119999;50,459999;51,16;4841400;41,436264
2011-10-17;50,43;50,799999;48,939999;49,009998;5267800;39,968338
2011-10-18;49,459999;51,900002;49,400002;51,220001;6738800;41,77063
2011-10-19;51,049999;53,700001;50,900002;51,330002;7594600;41,860329
2011-10-20;51,790001;53,240002;51,02;53,099998;6796000;43,303783
2011-10-21;53,950001;54,459999;53,200001;54,060001;6667200;44,086674
2011-10-24;54,060001;55,52;53,959999;54,98;4375300;44,836964
2011-10-25;54;54,349998;52,84;53,02;4589900;43,238552
2011-10-26;53,939999;54,459999;53,060001;53,889999;5300100;43,948051
2011-10-27;56,610001;56,779999;54,889999;55,970001;6164000;45,644318
2011-10-28;55,849998;56,080002;54,720001;55,07;4221100;44,910339
2011-10-31;54,009998;55,509998;53,669998;53,709999;4788000;43,80125
2011-11-01;51,330002;52,779999;50,889999;51,380001;6150400;41,901104
2011-11-02;52,490002;53,189999;52;52,599998;4057200;42,896027
2011-11-03;53,52;53,73;51,77;53,41;4177500;43,556595
2011-11-04;52,880001;52,919998;51,5;52,669998;3723700;42,95311
2011-11-07;52,66;53,810001;52,560001;53,759998;4286000;43,842026
2011-11-08;54;54,700001;53,299999;54,560001;2994100;44,494446
2011-11-09;53,119999;53,509998;51,580002;51,810001;5344600;42,251785
2011-11-10;52,66;53,119999;52,189999;52,650002;3816600;42,936813
2011-11-11;53,630001;54,34;53,549999;53,869999;2481800;43,931728
2011-11-14;53,32;53,610001;52,349998;52,810001;2866800;43,067287
2011-11-15;52,599998;54,009998;52,540001;53,610001;2908000;43,7197
2011-11-16;52,77;54,43;52,689999;52,82;4225500;43,075436
2011-11-17;52,700001;53,740002;51,740002;52,02;4704600;42,423038
2011-11-18;52,25;52,959999;51,619999;52,689999;3810500;42,969418
2011-11-21;51,959999;51,959999;50,830002;50,970001;5226700;41,56675
2011-11-22;50,82;51,130001;50,119999;50,209999;3861100;40,946945
2011-11-23;49,880001;49,880001;48,869999;48,880001;4555800;39,86232
2011-11-25;48,799999;50,09;48,799999;49,07;1725400;40,017269
2011-11-28;50,66;50,82;49,720001;50,25;3010600;40,979584
2011-11-29;50,779999;51,560001;50,16;50,830002;3299000;41,452572
2011-11-30;52,860001;54,349998;51,93;54,209999;5665400;44,209003
2011-12-01;53,919998;54;52,619999;53,470001;2505500;43,605526
2011-12-02;54,139999;54,810001;53,799999;53,970001;3284200;44,01329
2011-12-05;54,98;55,650002;54,59;55,18;3260900;45,000061
2011-12-06;55,189999;55,330002;54,439999;54,970001;2575400;44,8288
2011-12-07;54,740002;56,25;54,52;55,959999;3565100;45,636158
2011-12-08;55,619999;56,009998;54,240002;54,400002;4809500;44,363956
2011-12-09;54,810001;56,099998;54,599998;55,91;3077400;45,595379
2011-12-12;55,18;55,43;54,029999;54,619999;2868400;44,543365
2011-12-13;54,75;55,34;53,400002;53,849998;3792800;43,915417
2011-12-14;53,57;54,650002;53,400002;54,049999;4053400;44,078518
2011-12-15;54,650002;55,09;53,830002;53,900002;3175300;43,956211
2011-12-16;54,599998;55,529999;54,59;55,09;5320900;44,926659
2011-12-19;55,130001;55,650002;54,07;54,380001;4860000;44,347641
2011-12-20;55,5;56,439999;55,439999;56,150002;3957600;45,791107
2011-12-21;56,310001;57;55,419998;56,880001;2674800;46,386425
2011-12-22;56,959999;58,299999;56,959999;58;3647200;47,299797
2011-12-23;58,279999;58,700001;57,799999;58,57;2264800;47,764652
2011-12-27;58,599998;58,599998;58,110001;58,369999;1671900;47,601551
2011-12-28;58,279999;58,369999;57,290001;57,48;2543100;46,875732
2011-12-29;57,560001;58,360001;57,560001;58,299999;2570400;47,544456
2011-12-30;58,209999;58,41;57,450001;57,669998;1827200;47,030685
2012-01-03;58,93;59,580002;58,689999;59,029999;4762900;48,13979
2012-01-04;58,77;59,560001;58,009998;59,220001;2681800;48,294727
2012-01-05;58,990002;60,25;58,560001;59,810001;4180400;48,775875
2012-01-06;59,59;60,040001;58,700001;59,91;4741600;48,857437
2012-01-09;60,02;60,52;59,389999;60,400002;4803200;49,257042
2012-01-10;61,220001;61,75;60,720001;61,57;5814300;50,211193
2012-01-11;61,27;61,73;60,799999;61,650002;3438100;50,276436
2012-01-12;61,66;62,130001;60,860001;62,09;3768400;50,924374
2012-01-13;61,380001;61,799999;60,200001;61,73;4744800;50,629101
2012-01-17;62,169998;62,869999;60,880001;61,240002;5805200;50,227226
2012-01-18;59,790001;60,169998;58,439999;59,639999;9043600;48,914959
2012-01-19;59,360001;59,810001;59,16;59,400002;5972700;48,718121
2012-01-20;59,349998;59,84;58,91;59,630001;4820600;48,90675
2012-01-23;59,759998;60,779999;59,490002;59,73;3084000;48,988766
2012-01-24;59,259998;59,740002;58,950001;59,52;3423000;48,816525
2012-01-25;59,139999;59,93;59,080002;59,619999;3324900;48,898544
2012-01-26;60;60,720001;58,509998;58,900002;3932600;48,308037
2012-01-27;58,57;59,380001;58,450001;59,080002;3083900;48,455658
2012-01-30;58,25;59,209999;57,790001;59,02;2939500;48,406456
2012-01-31;59,470001;59,919998;58,790001;58,919998;3648100;48,32444
2012-02-01;59,619999;60,52;59,5;59,860001;3043500;49,095387
2012-02-02;59,939999;60,139999;59,700001;59,810001;2780600;49,054379
2012-02-03;60,5;62,299999;60,5;62,200001;3913700;51,014587
2012-02-06;61,48;61,950001;60,91;61,07;2448300;50,087788
2012-02-07;60,73;61,220001;60,34;60,700001;3279100;49,784336
2012-02-08;60,669998;60,98;60,009998;60,43;4411200;49,562885
2012-02-09;60,66;61;59,900002;60,389999;2785600;49,530075
2012-02-10;59,610001;59,759998;58,259998;59,669998;2403400;48,939552
2012-02-13;60,110001;60,279999;59,490002;60,09;1748600;49,284039
2012-02-14;59,939999;59,939999;58,93;59,560001;2967600;48,849339
2012-02-15;59,75;60,18;59,279999;59,509998;2284800;48,808331
2012-02-16;59,509998;60,709999;59,09;60,700001;2421300;49,784336
2012-02-17;61,18;61,32;60,709999;61,139999;3186800;50,14521
2012-02-21;61,369999;61,849998;60,75;61,259998;2647500;50,243629
2012-02-22;61,02;61,200001;59,610001;59,709999;2515600;48,972366
2012-02-23;59,689999;59,919998;59,349998;59,68;3134600;48,947758
2012-02-24;59,889999;60;59,07;59,380001;2504000;48,701714
2012-02-27;59,099998;59,68;58,779999;59,419998;3783100;48,734516
2012-02-28;59,419998;59,68;59,060001;59,540001;3080800;48,832943
2012-02-29;59,540001;60,139999;59,09;59,52;3849800;48,816525
2012-03-01;59,700001;60,689999;59,610001;60,290001;2959700;49,448059
2012-03-02;60,16;60,709999;59,470001;59,610001;2391100;48,890343
2012-03-05;59,419998;59,549999;58,009998;58,759998;3249300;48,193207
2012-03-06;57,93;58,119999;56,880001;57,139999;3752900;46,864525
2012-03-07;57,259998;58,150002;57,060001;57,919998;2329100;47,50425
2012-03-08;58,150002;58,869999;57,84;58,73;2651300;48,168598
2012-03-09;58,82;59,689999;58,779999;59,400002;2805700;48,718121
2012-03-12;59,25;59,560001;58,68;59,5;2142400;48,800117
2012-03-13;59,990002;62;59,759998;61,939999;5077200;50,801342
2012-03-14;61,900002;62,259998;60,580002;61,349998;5665900;50,317436
2012-03-15;61,400002;63,220001;60,75;63;5861500;51,670715
2012-03-16;63,540001;63,669998;62,889999;63,419998;5009600;52,015194
2012-03-19;63,23;64,25;62,82;63,639999;2962600;52,195629
2012-03-20;63,389999;63,68;62,84;63,490002;3136800;52,072605
2012-03-21;63,669998;63,799999;63,049999;63,450001;2672300;52,039799
2012-03-22;62,98;63,119999;62,200001;62,599998;3078000;51,342651
2012-03-23;62,459999;63,389999;62,330002;63,360001;2826500;51,965984
2012-03-26;63,48;63,990002;63,029999;63,990002;3603300;52,482689
2012-03-27;64;64,160004;63,09;63,110001;4345200;51,760944
2012-03-28;63,200001;64,790001;62,849998;64,699997;5285400;53,06501
2012-03-29;63,419998;64,07;63;63,950001;4196600;52,449883
2012-03-30;64,370003;64,489998;63,599998;64,489998;3385400;52,892776
2012-04-02;64,239998;64,849998;63,950001;64,720001;3576700;53,081421
2012-04-03;64,459999;64,790001;63,939999;64,699997;3235600;53,06501
2012-04-04;64,190002;64,599998;63,790001;63,869999;3979200;52,384277
2012-04-05;63,549999;64,239998;63,16;63,529999;3265100;52,105408
2012-04-09;62,48;63,110001;62,360001;62,639999;3203800;51,375469
2012-04-10;62,689999;62,75;61,59;61,75;4150800;50,645512
2012-04-11;62,75;62,82;62,220001;62,470001;2981700;51,236027
2012-04-12;62,57;63,57;62,32;63,41;3263800;52,007
2012-04-13;62,84;62,84;61,25;61,279999;3869200;50,579102
2012-04-16;61,900002;62,549999;61,439999;62,139999;3559500;51,28891
2012-04-17;62,52;63,669998;62,5;63,41;3728500;52,337147
2012-04-18;63,52;64,839996;63,310001;63,779999;4313900;52,64254
2012-04-19;63,959999;64,839996;63,959999;64,599998;5543600;53,319344
2012-04-20;64,610001;65,459999;64,489998;65,379997;6729200;53,963131
2012-04-23;64,559998;65,050003;64,209999;64,980003;4297300;53,633003
2012-04-24;65;65,610001;64,82;65,57;3335800;54,119972
2012-04-25;65,989998;66,269997;65,410004;66,260002;3548000;54,689465
2012-04-26;66;67,260002;65,910004;67,220001;3361700;55,481823
2012-04-27;67,43;67,470001;66,529999;66,730003;3843400;55,077393
2012-04-30;66,690002;66,919998;65,93;66,32;2484600;54,73901
2012-05-01;66,459999;67,889999;66,379997;67,330002;3397500;55,572617
2012-05-02;66,919998;66,980003;66,099998;66,730003;2227400;55,077393
2012-05-03;66,790001;66,82;66,089996;66,269997;2336000;54,69772
2012-05-04;65,959999;66,120003;65,059998;65,260002;2317600;53,864086
2012-05-07;65,169998;66,360001;65,080002;66,050003;2081100;54,51614
2012-05-08;65,800003;66,07;65,150002;65,889999;2629000;54,384075
2012-05-09;65,160004;65,269997;64,349998;64,629997;3475900;53,344097
2012-05-10;65,330002;66,07;65,220001;65,529999;2324200;54,086926
2012-05-11;64,989998;65,849998;64,449997;65,480003;3196000;54,04567
2012-05-14;64,550003;65,089996;64,220001;64,260002;3732500;53,038723
2012-05-15;64,160004;64,379997;63,209999;63,389999;3683900;52,320637
2012-05-16;63,41;64,230003;62,52;62,52;3639800;51,602566
2012-05-17;62,419998;62,759998;61,639999;61,639999;3472900;50,876236
2012-05-18;61,869999;62,189999;61,040001;61,330002;3591900;50,620373
2012-05-21;61,389999;62,650002;61,080002;62,259998;3106100;51,387955
2012-05-22;62,43;63,18;61,529999;62,02;3299000;51,189877
2012-05-23;61,619999;62,049999;60,790001;61,91;3942200;51,099075
2012-05-24;62,25;62,310001;61,259998;62,200001;2638200;51,338444
2012-05-25;62,02;62,610001;61,860001;62,09;1829200;51,247654
2012-05-29;62,52;62,869999;62,139999;62,799999;2081300;51,83366
2012-05-30;62,310001;62,360001;61,040001;61,349998;2412400;50,63686
2012-05-31;61,439999;62,009998;60,59;61,419998;2990100;50,694649
2012-06-01;60,200001;60,34;57,919998;58,07;4249900;47,92963
2012-06-04;58,310001;58,34;56,5;56,84;4050700;46,914429
2012-06-05;56,610001;57,98;56,560001;57,23;3130400;47,236317
2012-06-06;57,91;58,700001;57,360001;58,700001;3454300;48,449604
2012-06-07;59,220001;59,639999;58,540001;58,630001;4203500;48,39185
2012-06-08;58,27;59,389999;57,849998;59,349998;2823500;48,986111
2012-06-11;59,720001;60,09;58,119999;58,169998;2852600;48,012161
2012-06-12;55,939999;57,5;55,599998;57,5;7561400;47,459167
2012-06-13;57,360001;58,75;57,25;57,810001;4045600;47,715031
2012-06-14;57,98;58,220001;57,389999;57,900002;3392000;47,78931
2012-06-15;58,450001;59,009998;57,990002;59,009998;3665700;48,705479
2012-06-18;58,709999;58,970001;57,970001;58,060001;3758500;47,921375
2012-06-19;58,450001;59,720001;58,220001;59,540001;3189800;49,142944
2012-06-20;59,57;60,200001;58,919998;59,860001;3380500;49,407051
2012-06-21;60,049999;60,599998;58,560001;58,639999;2378300;48,400097
2012-06-22;59,02;59,360001;58,419998;59,150002;2293200;48,821049
2012-06-25;58,400002;58,619999;57,689999;58,560001;2824300;48,334064
2012-06-26;58,700001;59,189999;58,040001;58,860001;2763800;48,581676
2012-06-27;59,040001;59,779999;58,560001;59,599998;1824700;49,192451
2012-06-28;59,200001;59,59;58,509998;59,509998;2195500;49,118176
2012-06-29;60,950001;61,110001;60,310001;61,110001;2905300;50,438782
2012-07-02;61,66;62,139999;60,849998;61,490002;2251100;50,752422
2012-07-03;61,470001;62,310001;61,470001;62,139999;1365300;51,28891
2012-07-05;61,759998;62,130001;60,990002;61,09;1906700;50,422272
2012-07-06;60,400002;61,099998;60,400002;60,700001;1581500;50,100368
2012-07-09;60,450001;60,810001;59,799999;60,240002;1785100;49,720703
2012-07-10;60,560001;61,119999;59,549999;59,66;3121200;49,241978
2012-07-11;59,799999;61,57;59,790001;61,41;3360600;50,686382
2012-07-12;60,360001;60,68;60,139999;60,349998;2535100;49,811493
2012-07-13;60,279999;61,509998;59,950001;61,419998;2511700;51,03289
2012-07-16;61,490002;61,490002;60,91;61,110001;1409200;50,775318
2012-07-17;61,48;61,709999;60,779999;61,59;2957200;51,174137
2012-07-18;61,209999;61,419998;60,369999;61,009998;4575100;50,69223
2012-07-19;60,860001;62,139999;60,77;61,310001;3730700;50,94149
2012-07-20;60,759998;60,790001;59,110001;59,139999;5441200;49,138477
2012-07-23;58,48;58,5;56,759998;57,610001;6388700;47,867214
2012-07-24;57,77;57,970001;56,84;57,369999;4764800;47,667805
2012-07-25;57,5;58,060001;57,330002;57,669998;4165300;47,917068
2012-07-26;58,639999;58,84;57,970001;58,439999;4988200;48,556843
2012-07-27;58,77;59,900002;58,43;59,560001;5950200;49,487457
2012-07-30;59,349998;60,040001;59,02;59,82;2544800;49,70348
2012-07-31;59,52;59,82;59,080002;59,099998;4061400;49,105247
2012-08-01;59,200001;59,709999;58,98;59,099998;3284900;49,105247
2012-08-02;58,349998;58,560001;57,799999;58,5;3973400;48,606705
2012-08-03;59,400002;60,459999;59,18;60,25;3080200;50,06076
2012-08-06;60,650002;60,73;60,07;60,130001;1870800;49,961044
2012-08-07;60,41;61,290001;60,150002;60,77;1872200;50,492802
2012-08-08;60,52;61,18;60,200001;61,040001;2171400;50,717159
2012-08-09;60,889999;61,25;60,52;60,77;1825600;50,492802
2012-08-10;60,560001;60,84;60,040001;60,73;1653000;50,459579
2012-08-13;60,48;60,610001;59,869999;60,419998;1253800;50,202011
2012-08-14;60,700001;60,860001;60,27;60,43;1347000;50,210304
2012-08-15;60,290001;61,279999;60,16;60,970001;2047000;50,658989
2012-08-16;61;61,77;60,77;61,549999;1906700;51,140896
2012-08-17;61,790001;62,099998;61,349998;62,049999;1727500;51,556343
2012-08-20;61,950001;62,060001;61,560001;61,689999;2084800;51,257221
2012-08-21;61,900002;63,049999;61,779999;62,200001;2767800;51,680973
2012-08-22;61,959999;62,68;61,689999;62,16;2060400;51,647732
2012-08-23;62,110001;62,189999;61,700001;61,830002;1853300;51,373558
2012-08-24;61,639999;62,389999;61,639999;62,049999;1365200;51,556343
2012-08-27;62,34;62,709999;62;62,009998;2366000;51,523113
2012-08-28;61,849998;62,43;61,669998;61,970001;1986200;51,489868
2012-08-29;62,150002;62,82;62,139999;62,57;1259100;51,9884
2012-08-30;62,099998;62,259998;61,650002;62,040001;1177600;51,548038
2012-08-31;62,299999;62,740002;61,950001;62,16;1513000;51,647732
2012-09-04;62,029999;62,540001;61,799999;62,34;1441200;51,797295
2012-09-05;62,220001;62,459999;61,84;61,84;1349100;51,381863
2012-09-06;61,98;63,130001;61,939999;63,009998;3421400;52,353989
2012-09-07;63,290001;64;63,09;63,799999;2548500;53,010391
2012-09-10;64,160004;64,809998;63,860001;63,880001;2781400;53,076866
2012-09-11;64,029999;64,370003;63,790001;63,959999;2276300;53,14333
2012-09-12;64,160004;64,610001;63,950001;64,150002;2159100;53,301201
2012-09-13;64,019997;65,919998;63,66;65,739998;4091200;54,622295
2012-09-14;65,839996;67,040001;64,919998;66,779999;4270600;55,486427
2012-09-17;66,480003;66,75;65,449997;65,660004;2412400;54,555832
2012-09-18;65,660004;66,139999;65,410004;65,669998;2425200;54,564137
2012-09-19;65,669998;66,489998;65,470001;66,160004;3368000;54,971279
2012-09-20;65,639999;65,889999;65,089996;65,739998;2806100;54,622295
2012-09-21;66,419998;66,519997;65,839996;65,849998;4485900;54,713707
2012-09-24;65,459999;65,980003;65,349998;65,589996;2090600;54,497662
2012-09-25;65,650002;66,110001;64,540001;64,540001;3349200;53,625244
2012-09-26;64,620003;64,760002;63,450001;63,509998;5162800;52,769436
2012-09-27;63,73;64,269997;63,400002;63,830002;2698800;53,035316
2012-09-28;63,549999;63,59;62,990002;63,099998;3503400;52,42878
2012-10-01;63,470001;63,810001;62,639999;62,759998;2890200;52,146271
2012-10-02;63,540001;64,150002;63,330002;63,939999;4219900;53,12672
2012-10-03;64,199997;64,599998;63,900002;64,379997;2519400;53,492302
2012-10-04;64,769997;64,93;64,339996;64,75;3578900;53,799732
2012-10-05;65,25;65,730003;64,559998;64,800003;3288500;53,841278
2012-10-08;64,419998;64,800003;64,260002;64,489998;1503400;53,583706
2012-10-09;64,550003;64,769997;64,330002;64,400002;2905900;53,508923
2012-10-10;64,739998;64,830002;64,349998;64,550003;2391100;53,633568
2012-10-11;65,099998;65,190002;64,75;64,949997;2384200;53,965912
2012-10-12;63,330002;63,900002;62,27;62,73;3984600;52,444321
2012-10-15;62,990002;63,139999;62,349998;62,93;3014500;52,61153
2012-10-16;61,299999;61,599998;59,939999;60,400002;10576300;50,496376
2012-10-17;60,009998;60,16;59,009998;59,77;11395900;49,969677
2012-10-18;59,73;60,330002;59,639999;59,84;5057100;50,028191
2012-10-19;59,830002;59,91;59,18;59,419998;3281200;49,677059
2012-10-22;59,259998;59,41;58,549999;59,09;3140600;49,401176
2012-10-23;58,330002;58,799999;58,040001;58,639999;4315300;49,024956
2012-10-24;58,990002;59,110001;57,939999;58;4008300;48,489887
2012-10-25;58,5;58,73;57,740002;58,439999;4653200;48,857746
2012-10-26;58,419998;58,529999;57,650002;57,759998;2895700;48,289253
2012-10-31;57,959999;58,470001;57,52;58,200001;2699200;48,657093
2012-11-01;58,16;59,330002;57,77;59,25;3956300;49,534924
2012-11-02;59,73;59,75;59;59,189999;3094000;49,484776
2012-11-05;58,93;58,93;57,700001;58,73;3011800;49,100197
2012-11-06;58,880001;59,650002;58,810001;59,080002;4008000;49,392811
2012-11-07;58,25;58,330002;56,41;56,599998;7921500;47,319447
2012-11-08;56,75;57,650002;56,25;56,25;3646400;47,026844
2012-11-09;56,110001;56,810001;56,02;56,259998;2661500;47,035183
2012-11-12;56,509998;56,740002;56,119999;56,310001;1507200;47,076996
2012-11-13;55,889999;56,330002;54,869999;54,959999;5579100;45,94836
2012-11-14;55,150002;55,25;53,400002;53,689999;7488400;44,886593
2012-11-15;53,82;54,799999;53,75;54,369999;5109900;45,455097
2012-11-16;54,470001;54,57;53,360001;54,34;6198100;45,430004
2012-11-19;55,07;55,41;54,639999;54,91;3257800;45,906551
2012-11-20;54,880001;55,470001;54,650002;54,799999;3798200;45,814594
2012-11-21;54,830002;54,98;54,27;54,810001;2915200;45,822952
2012-11-23;55,009998;55,779999;54,84;55,75;1734800;46,608822
2012-11-26;55,490002;55,66;55,040001;55,549999;2861500;46,441608
2012-11-27;55,470001;55,93;54,959999;55,029999;2947700;46,006889
2012-11-28;54,75;55,380001;54,369999;55,349998;3136200;46,27441
2012-11-29;55,48;55,740002;55,209999;55,349998;2294500;46,27441
2012-11-30;55,459999;56,360001;55,25;56,139999;4378900;46,934868
2012-12-03;56,380001;56,459999;55,139999;55,310001;4484500;46,240974
2012-12-04;55,169998;55,560001;54,34;55,080002;4250700;46,048676
2012-12-05;55,419998;56,380001;55,369999;55,889999;4416200;46,725864
2012-12-06;55,900002;55,939999;55,02;55,330002;3861100;46,257687
2012-12-07;55,709999;55,860001;55,330002;55,799999;4521500;46,650612
2012-12-10;55,700001;56,02;55,490002;55,880001;3364900;46,717514
2012-12-11;55,919998;56,669998;55,77;56,240002;3711000;47,018482
2012-12-12;56,349998;56,990002;56,200001;56,700001;4329300;47,403053
2012-12-13;56,560001;56,810001;56,369999;56,540001;3851800;47,269291
2012-12-14;56,360001;56,810001;55,75;55,849998;3557900;46,692417
2012-12-17;56,200001;57,919998;56,060001;57,869999;3844400;48,381218
2012-12-18;57,900002;59,580002;57,57;59,52;9490300;49,76067
2012-12-19;59,880001;59,880001;58,630001;58,630001;4391800;49,016598
2012-12-20;58,630001;59,209999;58,549999;59,169998;3746800;49,468056
2012-12-21;58,110001;58,700001;57,709999;58,310001;5403700;48,749069
2012-12-24;58,23;58,68;58,119999;58,57;1315600;48,966427
2012-12-26;58,619999;58,77;57,66;58,049999;2169200;48,531696
2012-12-27;58,060001;58,279999;57,369999;57,950001;2467100;48,448101
2012-12-28;57,470001;58,150002;57,389999;57,459999;1729100;48,038437
2012-12-31;57,419998;58,32;57,200001;58,310001;2640400;48,749069
2013-01-02;59,509998;59,639999;58,959999;59,540001;4558700;49,777382
2013-01-03;59,540001;59,919998;59,23;59,75;3822200;49,952953
2013-01-04;59,93;60,57;59,540001;60,48;2859900;50,563251
2013-01-07;60,25;61,200001;60,080002;61,029999;3987900;51,023071
2013-01-08;60,810001;60,880001;60,049999;60,25;2875300;50,370972
2013-01-09;59;60,560001;58,959999;60,169998;6196700;50,304089
2013-01-10;60,5;61,150002;60,25;61,139999;3386000;51,115032
2013-01-11;60,970001;60,970001;59,77;60,049999;2770300;50,534382
2013-01-14;59,93;60,09;59,220001;59,450001;3241200;50,029453
2013-01-15;59,119999;59,84;59,09;59,77;2553100;50,298752
2013-01-16;59,75;60,080002;59,349998;59,779999;3483000;50,307171
2013-01-17;61,009998;62,380001;60,700001;62,009998;7112300;52,183784
2013-01-18;62,259998;62,389999;61,27;61,84;3564200;52,04073
2013-01-22;61,700001;62,25;61,509998;62,119999;3078600;52,276371
2013-01-23;61,41;61,970001;61,41;61,84;3008500;52,04073
2013-01-24;61,93;62,18;61,459999;61,860001;4158200;52,057564
2013-01-25;62,049999;62,380001;61,799999;61,970001;2607600;52,150135
2013-01-28;61,990002;62,310001;61,439999;61,970001;2557500;52,150135
2013-01-29;61,330002;62,16;61,240002;61,91;1989500;52,09964
2013-01-30;61,900002;62,029999;61,470001;61,82;1835100;52,023903
2013-01-31;61,790001;62,02;61,43;61,799999;2968000;52,007065
2013-02-01;62,220001;63,34;62,080002;63,200001;3416000;53,185226
2013-02-04;62,779999;62,98;62,32;62,490002;2430300;52,587734
2013-02-05;62,950001;63,400002;62,669998;63,189999;2132900;53,176807
2013-02-06;62,669998;63,419998;62,669998;63,34;6757400;53,303032
2013-02-07;63,25;63,849998;62,98;63,650002;2742900;53,563915
2013-02-08;63,57;63,709999;63,23;63,349998;2197600;53,311451
2013-02-11;63,490002;64,099998;63,310001;64;2571900;53,858463
2013-02-12;64,150002;64,889999;63,73;64,769997;3038200;54,506443
2013-02-13;64,800003;64,82;63,939999;64,169998;1704200;54,001518
2013-02-14;63,889999;64,220001;63,700001;63,869999;2176000;53,749054
2013-02-15;64,160004;64,230003;63,73;63,869999;2413800;53,749054
2013-02-19;63,959999;64;63,400002;63,509998;2933000;53,446098
2013-02-20;63,369999;63,57;63,02;63,169998;4372300;53,159973
2013-02-21;62,919998;63,59;62,349998;62,389999;4956800;52,503571
2013-02-22;62,779999;62,98;62,209999;62,900002;3342400;52,932766
2013-02-25;63,25;63,25;60,82;60,82;3890300;51,182362
2013-02-26;61,130001;61,290001;60,369999;61,139999;3306300;51,451649
2013-02-27;61,130001;61,799999;60,84;61,68;2511700;51,906078
2013-02-28;61,639999;62,610001;61,57;62,389999;3825700;52,503571
2013-03-01;62,02;62,939999;61,52;62,779999;3522200;52,831772
2013-03-04;62,639999;63,580002;62,419998;63,52;2322100;53,45451
2013-03-05;63,900002;64,360001;63,369999;63,66;5066600;53,572334
2013-03-06;64,099998;64,459999;63,360001;64,160004;3746400;53,993092
2013-03-07;64,300003;64,989998;64,160004;64,809998;2665500;54,540096
2013-03-08;65,029999;65,190002;64,440002;65,019997;3631900;54,716824
2013-03-11;65,029999;65,900002;64,949997;65,870003;1991900;55,432137
2013-03-12;65,779999;65,870003;65,110001;65,419998;1747300;55,05344
